"Symbol: LYLT",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2021-11-02,29,35,29,35,0,1000,
2021-11-04,37.51,98.95,37.51,40,5,18900,
2021-11-05,49.98,54.99,46.5,46.5,6.5,10900,
2021-11-08,42.5,52.5,37.76,49.08,2.5799999999999983,5758400,
2021-11-09,47.01,48.7,38.01,41,-8.079999999999998,1200900,
2021-11-10,39.01,41.82,36.51,37.05,-3.950000000000003,818900,
2021-11-11,35.64,36.86,33.49,33.93,-3.1199999999999974,1523700,
2021-11-12,33.5,36.75,33.3,34.57,0.6400000000000006,559201,
2021-11-15,34.02,34.49,31.7824,33.11,-1.4600000000000009,469000,
2021-11-16,32.52,34.2,31.7,32.53,-0.5799999999999983,546500,
2021-11-17,31.6,35.43,31.6,33.5,0.9699999999999989,689818,
2021-11-18,33.14,34.5808,33.14,34.15,0.6499999999999986,863200,
2021-11-19,34.12,34.44,32.41,32.87,-1.2800000000000011,242500,
2021-11-22,32.87,33.5,32.2793,33,0.13000000000000256,244500,
2021-11-23,32.87,33.45,32.1,32.57,-0.4299999999999997,586604,
2021-11-24,32.57,32.9,31.99,32.2,-0.36999999999999744,174700,
2021-11-26,31.18,31.5,29.55,30.2,-2.0000000000000036,179400,
2021-11-29,30.56,31.75,27.69,30.86,0.6600000000000001,505100,
2021-11-30,29.86,30.29,28.51,28.7,-2.16,303000,
2021-12-01,28.77,29.85,28.04,28.52,-0.17999999999999972,514800,
2021-12-02,28.4,31.08,28.37,30,1.4800000000000004,414200,
2021-12-03,30,30.43,28.29,30.1,0.10000000000000142,290100,
2021-12-06,30.18,32.61,29.68,30.45,0.34999999999999787,446600,
2021-12-07,30.52,30.87,30.03,30.25,-0.1999999999999993,379300,
2021-12-08,30.03,31.48,30.03,30.73,0.4800000000000004,204500,
2021-12-09,30.69,30.95,29.83,30.08,-0.6500000000000021,421200,
2021-12-10,30.5,30.91,28.06,28.25,-1.8299999999999983,355700,
2021-12-13,28.27,30.01,28.1,29.29,1.0399999999999991,467500,
2021-12-14,29.31,30.11,28.83,29.01,-0.2799999999999976,516800,
2021-12-15,29.21,29.27,27.3,28.9,-0.11000000000000298,402700,
2021-12-16,29.02,29.54,27.64,27.91,-0.9899999999999984,279800,
2021-12-17,27.96,31.49,26.92,30.44,2.530000000000001,1349100,
2021-12-20,29.68,30.01,28.12,28.75,-1.6900000000000013,445400,
2021-12-21,28.78,30.435,28.25,30.03,1.2800000000000011,239600,
2021-12-22,29.76,31.2,29.7,30.34,0.3099999999999987,194500,
2021-12-23,30.39,30.74,29.925,30.06,-0.28000000000000114,118300,
2021-12-27,29.91,30.19,29.64,29.84,-0.21999999999999886,348600,
2021-12-28,29.66,29.89,29.1125,29.58,-0.26000000000000156,332200,
