"Symbol: PLAN",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2018-10-12,24.25,24.7,21.46,24.3,0,15086100,
2018-10-15,23.12,24.5,22.18,24.3,0,1572200,
2018-10-16,24.5,24.66,22.57,23.02,-1.2800000000000011,1297200,
2018-10-17,22.76,26.97,22.75,25.43,2.41,1149900,
2018-10-18,26.07,26.2,24.01,24.5,-0.9299999999999997,1640200,
2018-10-19,24.75,25.96,24.06,24.48,-0.019999999999999574,280000,
2018-10-22,24.42,25.255,24.13,24.51,0.030000000000001137,195200,
2018-10-23,24.01,24.5,23.55,23.9,-0.610000000000003,458800,
2018-10-24,23.64,24.33,22.5,22.55,-1.3499999999999979,677500,
2018-10-25,22.75,24.1,22.63,23.87,1.3200000000000003,482400,
2018-10-26,23.59,26.385,22.8,24.61,0.7399999999999984,458600,
2018-10-29,24.95,25.58,22.15,22.64,-1.9699999999999989,422500,
2018-10-30,22.75,23.125,20.37,22.61,-0.030000000000001137,936700,
2018-10-31,23,23.6,22.32,23,0.39000000000000057,383700,
2018-11-01,23.06,24.485,21.72,24.05,1.0500000000000007,436200,
2018-11-02,23.93,24.96,23.25,24.74,0.6899999999999977,420100,
2018-11-05,24.74,24.97,22.9,23.92,-0.8199999999999967,227200,
2018-11-06,23.68,24.39,23.02,23.7,-0.22000000000000242,222400,
2018-11-07,23.8,27.3,23.8,26.61,2.91,553100,
2018-11-08,26.63,27.07,25.75,25.75,-0.8599999999999994,261500,
2018-11-09,25.65,25.65,23.6,24.22,-1.5300000000000011,354000,
2018-11-12,24.03,24.21,22.4,22.72,-1.5,452300,
2018-11-13,22.75,23.05,22.13,22.69,-0.029999999999997584,228100,
2018-11-14,22.75,23.42,22.6,22.93,0.23999999999999844,144800,
2018-11-15,22.98,23.28,22.44,23.04,0.10999999999999943,279000,
2018-11-16,22.86,24.48,22.77,24.13,1.0899999999999999,366400,
2018-11-19,24.17,24.45,21.6,22.97,-1.1600000000000001,723400,
2018-11-20,22.61,22.61,20.6,21,-1.9699999999999989,583300,
2018-11-21,21.33,21.55,20.87,20.95,-0.05000000000000071,472700,
2018-11-23,21,21.8,20.77,21.46,0.5100000000000016,153400,
2018-11-26,21.76,22.57,21.14,22.4,0.9399999999999977,418800,
2018-11-27,22.32,22.52,21.71,22.5,0.10000000000000142,290500,
2018-11-28,24.23,25,20.79,25,2.5,1329300,
2018-11-29,24.68,26.65,24.42,26.14,1.1400000000000006,435200,
2018-11-30,26.05,28.33,25.49,28,1.8599999999999994,518200,
2018-12-03,28.55,29.7,26.55,27.96,-0.03999999999999915,818300,
2018-12-04,27.72,28.06,26.78,27.66,-0.3000000000000007,560300,
2018-12-06,27,29.145,26.615,28.83,1.1699999999999982,651700,
2018-12-07,28.85,29.22,27.48,27.53,-1.2999999999999972,646200,
2018-12-10,27.44,28.2,26.2,27.3,-0.23000000000000043,525100,
2018-12-11,27.88,28,25.21,25.5,-1.8000000000000007,657900,
2018-12-12,25.91,26.59,24.86,25.67,0.1700000000000017,717900,
2018-12-13,25.88,27.36,25.88,26.75,1.0799999999999983,479000,
2018-12-14,26.27,28.11,25.78,27.9,1.1499999999999986,448100,
2018-12-17,27.74,27.74,24.81,25.14,-2.759999999999998,778600,
2018-12-18,25.16,26.24,24.94,25.77,0.629999999999999,407000,
2018-12-19,25.58,26.2,24.63,24.88,-0.8900000000000006,571000,
2018-12-20,24.52,25.39,23.37,25.1,0.22000000000000242,899300,
2018-12-21,25.17,25.17,23.97,24.63,-0.4700000000000024,2859200,
2018-12-24,24.51,24.61,23.65,24.41,-0.21999999999999886,101800,
2018-12-26,24.69,26.42,24.57,26.23,1.8200000000000003,247600,
2018-12-27,25.94,27.13,25.34,27.04,0.8099999999999987,242600,
2018-12-28,27.15,27.46,26.01,27.17,0.13000000000000256,292500,
2018-12-31,27.3,27.99,26,26.54,-0.6300000000000026,713700,
2019-01-02,26.15,26.46,25.13,25.91,-0.629999999999999,718600,
2019-01-03,25.59,25.81,23.83,24,-1.9100000000000001,472300,
2019-01-04,24.34,24.9,23.78,24.1,0.10000000000000142,434400,
2019-01-07,24.37,26.3,24.25,26,1.8999999999999986,522700,
2019-01-08,26.3,27.46,26.17,27.2,1.1999999999999993,355300,
2019-01-09,27.33,28.14,27.18,27.8,0.6000000000000014,331800,
2019-01-10,27.7,28.09,27,27.9,0.09999999999999787,186700,
2019-01-11,27.71,28.85,27.35,28.55,0.6500000000000021,373100,
2019-01-14,28.34,28.45,26.245,26.36,-2.1900000000000013,776700,
2019-01-15,26.79,29.24,26.53,28.92,2.5600000000000023,1010100,
2019-01-16,29.3,29.63,28.03,28.73,-0.19000000000000128,309200,
2019-01-17,28.52,29.24,28.1,28.7,-0.030000000000001137,198800,
2019-01-18,28.9,30.45,28.5,29.8,1.1000000000000014,767100,
2019-01-22,29.6,29.9,28.3,29.15,-0.6500000000000021,291200,
2019-01-23,29.17,30.1,28.97,30,0.8500000000000014,361900,
2019-01-24,30.02,30.18,29.33,29.98,-0.019999999999999574,278100,
2019-01-25,30.33,31.85,29.95,31.8,1.8200000000000003,515100,
2019-01-28,31.45,31.61,30.14,30.75,-1.0500000000000007,516900,
2019-01-29,31.07,31.23,29.57,29.68,-1.0700000000000003,278500,
2019-01-30,29.86,30.7,29.4,30.2,0.5199999999999996,227800,
2019-01-31,30.27,31.745,30.2,31.39,1.1900000000000013,259700,
2019-02-01,31.44,31.61,30.425,30.99,-0.40000000000000213,238200,
2019-02-04,31,31.93,30.69,30.97,-0.019999999999999574,350100,
2019-02-05,31.2,33.14,30.98,32.04,1.0700000000000003,558000,
2019-02-06,32.06,32.63,30.79,31.5,-0.5399999999999991,285800,
2019-02-07,31.24,31.59,30.48,31.37,-0.129999999999999,260900,
2019-02-08,30.6,32.08,29.9,31.76,0.39000000000000057,515300,
2019-02-11,31.92,32.725,31.07,31.26,-0.5,319000,
2019-02-12,31.72,32.92,31.66,32.73,1.4699999999999953,357800,
2019-02-13,32.93,33.33,31.93,32.47,-0.259999999999998,159100,
2019-02-14,32.29,33.14,32.06,32.9,0.4299999999999997,236600,
2019-02-15,33.22,34.21,32.64,33.95,1.0500000000000043,491500,
2019-02-19,34.07,34.2,32.85,32.91,-1.0400000000000063,323400,
2019-02-20,33,33.8,32.68,32.75,-0.1599999999999966,319900,
2019-02-21,32.75,33.11,31.8,32.52,-0.22999999999999687,340000,
2019-02-22,33.06,34.47,32.78,33.39,0.8699999999999974,749400,
2019-02-25,38.01,39.66,35.76,36.83,3.4399999999999977,2584700,
2019-02-26,36.71,38.86,35.58,38.03,1.2000000000000028,686200,
2019-02-27,38.03,40.75,38.03,39.12,1.0899999999999963,1096100,
2019-02-28,38.83,39.69,37.28,37.51,-1.6099999999999994,728400,
2019-03-01,37.86,40,37.11,39.83,2.3200000000000003,887900,
2019-03-04,40.28,40.5,37.88,38.36,-1.4699999999999989,676200,
2019-03-05,38.36,39.26,38.125,38.78,0.4200000000000017,247200,
2019-03-06,38.85,38.93,37.2,37.3,-1.480000000000004,507100,
2019-03-07,37.19,37.5615,36.13,36.56,-0.7399999999999949,425000,
2019-03-08,35.8,37.39,35.62,37.25,0.6899999999999977,321000,
2019-03-11,37.89,39.34,37.55,38.73,1.4799999999999969,576200,
2019-03-12,38.79,39.825,38.49,39.18,0.45000000000000284,309500,
2019-03-13,39.46,39.69,38.08,38.88,-0.29999999999999716,515200,
2019-03-14,38.8,40.81,38.6325,40.68,1.7999999999999972,696600,
2019-03-15,41,41.42,39.43,40.49,-0.18999999999999773,826300,
2019-03-18,40.77,41.2,38.26,39.1,-1.3900000000000006,810900,
2019-03-19,39.28,39.74,38.2,38.73,-0.37000000000000455,363400,
2019-03-20,38.73,39.475,36.47,38.31,-0.4199999999999946,556000,
2019-03-21,38.2,41.17,38.12,40.45,2.1400000000000006,507300,
2019-03-22,40.21,40.6452,38.39,38.97,-1.480000000000004,527200,
2019-03-25,38.67,40.98,38.27,40.47,1.5,643100,
