"Symbol: CLR",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2017-10-25,37.31,37.78,36.96,37.74,0,2506600,
2017-10-26,37.69,38.3,36.895,38.24,0.5,2834200,
2017-10-27,37.8,39.59,37.7,39.37,1.1299999999999955,2884400,
2017-10-30,39.61,40.565,39.55,40.45,1.0800000000000054,2896100,
2017-10-31,40.34,40.88,39.95,40.71,0.259999999999998,2191900,
2017-11-01,41.24,42.28,41.16,41.74,1.0300000000000011,2397200,
2017-11-02,41.58,42.32,40.69,41.14,-0.6000000000000014,1703400,
2017-11-03,41.27,42.75,40.96,42.37,1.2299999999999969,2958900,
2017-11-06,42.74,43.95,42.53,43.94,1.5700000000000003,3543200,
2017-11-07,43.83,43.95,43.08,43.59,-0.3499999999999943,3766600,
2017-11-08,45.75,46.64,44.57,44.89,1.2999999999999972,7176500,
2017-11-09,45.33,46.55,44.94,46.32,1.4299999999999997,3684300,
2017-11-10,46.66,46.72,45.77,46.69,0.36999999999999744,2854600,
2017-11-13,46.63,47.53,45.8,45.83,-0.8599999999999994,3974900,
2017-11-14,45.6,45.99,44.53,44.57,-1.259999999999998,4677000,
2017-11-15,43.79,45,42.83,44.84,0.2700000000000031,3367700,
2017-11-16,45,45.68,44.56,45.52,0.6799999999999997,2618700,
2017-11-17,45.95,46.14,45.31,45.92,0.3999999999999986,2543800,
2017-11-20,45.43,45.78,44.74,45.25,-0.6700000000000017,2100400,
2017-11-21,45.64,46,45.18,45.54,0.28999999999999915,2115000,
2017-11-22,46.35,46.41,45.7,46.24,0.7000000000000028,1774700,
2017-11-24,46.69,46.86,46.42,46.73,0.4899999999999949,662000,
2017-11-27,46.24,46.32,44.99,45.14,-1.5899999999999963,1543500,
2017-11-28,45.1,45.76,44.78,45.57,0.4299999999999997,1320900,
2017-11-29,45.6,46.17,45.35,46.05,0.4799999999999969,1548000,
2017-11-30,46.65,48.12,46.59,47.33,1.2800000000000011,2961000,
2017-12-01,47.95,48.99,47.76,48.47,1.1400000000000006,2267100,
2017-12-04,48.23,48.74,47.63,47.81,-0.6599999999999966,2043900,
2017-12-05,47.65,48.02,47.18,47.41,-0.4000000000000057,1222400,
2017-12-06,46.8,47.19,46.25,46.59,-0.8199999999999932,1417100,
2017-12-07,46.56,47.21,46.34,47.08,0.4899999999999949,1183400,
2017-12-08,47.75,48.18,47.35,47.93,0.8500000000000014,1207100,
2017-12-11,48.14,48.39,47.81,48.07,0.14000000000000057,1146200,
2017-12-12,48.6,49.29,47.88,48.05,-0.020000000000003126,2197600,
2017-12-13,48.18,48.37,47.09,47.31,-0.7399999999999949,2244900,
2017-12-14,47.62,48.1,47.275,47.36,0.04999999999999716,2890600,
2017-12-15,47.64,47.83,47.04,47.2,-0.1599999999999966,1733600,
2017-12-18,47.84,48.69,47.28,48.34,1.1400000000000006,2578000,
2017-12-19,48.69,49.39,48.31,48.35,0.00999999999999801,1740700,
